company1	company2	label
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:69:75	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:151:162	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:69:75	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:205:215	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:69:75	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:280:288	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:69:75	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:78:104	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:69:75	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:218:229	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:69:75	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:244:260	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:69:75	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:127:140	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:69:75	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:187:198	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:127:140	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:151:162	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:127:140	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:205:215	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:127:140	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:280:288	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:127:140	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:218:229	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:127:140	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:244:260	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:127:140	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:187:198	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:187:198	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:205:215	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:187:198	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:280:288	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:187:198	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:218:229	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:187:198	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:244:260	-1
0c9bddf8-64b6-4faa-adef-ab3fef4608bc::span:41:45	0c9bddf8-64b6-4faa-adef-ab3fef4608bc::span:0:5	1
0c9bddf8-64b6-4faa-adef-ab3fef4608bc::span:0:5	0c9bddf8-64b6-4faa-adef-ab3fef4608bc::span:8:12	1
0c9bddf8-64b6-4faa-adef-ab3fef4608bc::span:8:12	0c9bddf8-64b6-4faa-adef-ab3fef4608bc::span:41:45	1
eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:60:62	eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:81:90	-1
eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:60:62	eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:93:100	-1
eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:60:62	eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:120:123	-1
eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:60:62	eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:65:78	-1
eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:60:62	eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:103:114	-1
eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:81:90	eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:93:100	-1
eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:93:100	eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:103:114	-1
eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:81:90	eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:120:123	-1
eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:93:100	eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:120:123	-1
eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:65:78	eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:120:123	-1
eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:103:114	eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:120:123	-1
eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:65:78	eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:81:90	-1
eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:65:78	eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:93:100	-1
eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:65:78	eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:103:114	-1
eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:81:90	eba1b4ec-21f6-42f6-a395-6bbc5e4bb26b::span:103:114	-1
43b4178c-1788-4291-8ca3-af93e5999f9f::span:84:89	43b4178c-1788-4291-8ca3-af93e5999f9f::span:392:396	1
341ef0cd-bb08-4101-a77b-29c3a22a27d8::span:0:13	341ef0cd-bb08-4101-a77b-29c3a22a27d8::span:98:114	-1
25538fa5-2606-4571-8bc8-e725a82148f3::span:6:9	25538fa5-2606-4571-8bc8-e725a82148f3::span:29:34	1
3eeed9d3-7e54-4de9-b2ee-357a209a5a65::span:0:5	3eeed9d3-7e54-4de9-b2ee-357a209a5a65::span:11:16	1
0484f145-49a8-422e-92c5-a2a2bef0fbd8::span:15:19	0484f145-49a8-422e-92c5-a2a2bef0fbd8::span:39:44	1
0484f145-49a8-422e-92c5-a2a2bef0fbd8::span:15:19	0484f145-49a8-422e-92c5-a2a2bef0fbd8::span:91:96	1
0484f145-49a8-422e-92c5-a2a2bef0fbd8::span:39:44	0484f145-49a8-422e-92c5-a2a2bef0fbd8::span:91:96	-1
e936fc92-865e-4946-897d-f16a70fec8d6::span:17:25	e936fc92-865e-4946-897d-f16a70fec8d6::span:84:88	1
f0d99953-d378-49fd-96b6-aa8d6254a543::span:9:11	f0d99953-d378-49fd-96b6-aa8d6254a543::span:31:35	1
f642f1dc-075d-4965-b053-f0429693bdb3::span:0:2	f642f1dc-075d-4965-b053-f0429693bdb3::span:22:28	1
f642f1dc-075d-4965-b053-f0429693bdb3::span:0:2	f642f1dc-075d-4965-b053-f0429693bdb3::span:34:37	1
73544303-4b25-4367-a479-230ea893952e::span:23:28	73544303-4b25-4367-a479-230ea893952e::span:43:47	1
a562ed22-ad07-4a56-a7d1-d943ff8ef641::span:28:47	a562ed22-ad07-4a56-a7d1-d943ff8ef641::span:205:210	-1
a562ed22-ad07-4a56-a7d1-d943ff8ef641::span:86:105	a562ed22-ad07-4a56-a7d1-d943ff8ef641::span:205:210	-1
a562ed22-ad07-4a56-a7d1-d943ff8ef641::span:28:47	a562ed22-ad07-4a56-a7d1-d943ff8ef641::span:86:105	-1
96946970-f637-41ba-ab00-7d0c3f3f3578::span:165:171	96946970-f637-41ba-ab00-7d0c3f3f3578::span:191:193	-1
6f850577-4e6b-4629-a562-310d3b58d5c2::span:17:19	6f850577-4e6b-4629-a562-310d3b58d5c2::span:105:130	1
82829a78-a832-4265-af07-11bd236b4288::span:17:19	82829a78-a832-4265-af07-11bd236b4288::span:60:65	1
82829a78-a832-4265-af07-11bd236b4288::span:17:19	82829a78-a832-4265-af07-11bd236b4288::span:47:54	1
803608de-ebe6-4840-88b9-6c0595eed018::span:17:35	803608de-ebe6-4840-88b9-6c0595eed018::span:55:74	1
f68f0b37-d8c9-4d51-944f-586768e587e2::span:15:23	f68f0b37-d8c9-4d51-944f-586768e587e2::span:29:31	1
7b0a53c9-b2a3-4654-8b7a-5188f6859b2f::span:0:2	7b0a53c9-b2a3-4654-8b7a-5188f6859b2f::span:107:115	-1
7b0a53c9-b2a3-4654-8b7a-5188f6859b2f::span:55:57	7b0a53c9-b2a3-4654-8b7a-5188f6859b2f::span:107:115	-1
7b0a53c9-b2a3-4654-8b7a-5188f6859b2f::span:0:2	7b0a53c9-b2a3-4654-8b7a-5188f6859b2f::span:55:57	-1
eeaade0e-b8b7-4c1e-aa12-384d9d4094d7::span:19:32	eeaade0e-b8b7-4c1e-aa12-384d9d4094d7::span:38:46	1
eeaade0e-b8b7-4c1e-aa12-384d9d4094d7::span:19:32	eeaade0e-b8b7-4c1e-aa12-384d9d4094d7::span:107:115	1
eeaade0e-b8b7-4c1e-aa12-384d9d4094d7::span:38:46	eeaade0e-b8b7-4c1e-aa12-384d9d4094d7::span:107:115	-1
eeaade0e-b8b7-4c1e-aa12-384d9d4094d7::span:19:32	eeaade0e-b8b7-4c1e-aa12-384d9d4094d7::span:107:121	1
e7334cff-da65-4252-bb10-eb4090754caf::span:107:109	e7334cff-da65-4252-bb10-eb4090754caf::span:115:120	-1
55a083a2-1a79-4bee-85df-2bb83a672625::span:23:27	55a083a2-1a79-4bee-85df-2bb83a672625::span:105:112	-1
55a083a2-1a79-4bee-85df-2bb83a672625::span:23:27	55a083a2-1a79-4bee-85df-2bb83a672625::span:94:99	-1
597f311c-8273-47a5-b643-d94f5d3f2e3b::span:13:18	597f311c-8273-47a5-b643-d94f5d3f2e3b::span:38:50	1
42daa52e-4243-43c5-939e-2a6d4445cffd::span:12:17	42daa52e-4243-43c5-939e-2a6d4445cffd::span:34:38	1
42daa52e-4243-43c5-939e-2a6d4445cffd::span:54:59	42daa52e-4243-43c5-939e-2a6d4445cffd::span:34:38	1
42daa52e-4243-43c5-939e-2a6d4445cffd::span:12:17	42daa52e-4243-43c5-939e-2a6d4445cffd::span:54:59	-1
1246adb9-b257-4ec5-b3dd-f8c45684b128::span:13:18	1246adb9-b257-4ec5-b3dd-f8c45684b128::span:38:43	1
1246adb9-b257-4ec5-b3dd-f8c45684b128::span:66:71	1246adb9-b257-4ec5-b3dd-f8c45684b128::span:38:43	1
1246adb9-b257-4ec5-b3dd-f8c45684b128::span:13:18	1246adb9-b257-4ec5-b3dd-f8c45684b128::span:66:71	-1
7c0d64f8-2b80-4823-861d-5d7315c58383::span:19:21	7c0d64f8-2b80-4823-861d-5d7315c58383::span:49:54	1
7c0d64f8-2b80-4823-861d-5d7315c58383::span:19:21	7c0d64f8-2b80-4823-861d-5d7315c58383::span:69:74	1
7c0d64f8-2b80-4823-861d-5d7315c58383::span:49:54	7c0d64f8-2b80-4823-861d-5d7315c58383::span:69:74	-1
9cb0ac6f-3012-4644-9bda-234208e62412::span:5:11	9cb0ac6f-3012-4644-9bda-234208e62412::span:46:52	-1
6ef2b0ec-cca8-4ecb-9c26-8b197ab0636d::span:0:5	6ef2b0ec-cca8-4ecb-9c26-8b197ab0636d::span:22:29	1
6ef2b0ec-cca8-4ecb-9c26-8b197ab0636d::span:0:5	6ef2b0ec-cca8-4ecb-9c26-8b197ab0636d::span:35:38	1
334be146-f9b6-474a-b432-54b1a7962469::span:0:4	334be146-f9b6-474a-b432-54b1a7962469::span:30:43	-1
992251b1-5bd8-4078-9763-0d88e6413f68::span:40:44	992251b1-5bd8-4078-9763-0d88e6413f68::span:61:63	1
0d00f674-beaf-45ac-b0a0-7e77f290d526::span:0:2	0d00f674-beaf-45ac-b0a0-7e77f290d526::span:41:46	1
3b497a28-353d-40cc-a137-20612d8c1d94::span:9:11	3b497a28-353d-40cc-a137-20612d8c1d94::span:14:18	1
3b497a28-353d-40cc-a137-20612d8c1d94::span:9:11	3b497a28-353d-40cc-a137-20612d8c1d94::span:46:50	1
3b497a28-353d-40cc-a137-20612d8c1d94::span:14:18	3b497a28-353d-40cc-a137-20612d8c1d94::span:46:50	-1
1178223c-b790-446e-ae4f-3d06093abb5c::span:15:20	1178223c-b790-446e-ae4f-3d06093abb5c::span:37:45	1
c436e554-2b71-4c27-941c-cd349ab310df::span:0:5	c436e554-2b71-4c27-941c-cd349ab310df::span:31:39	1
b873177a-4aec-4fd3-bc63-c5c8755a076a::span:57:65	b873177a-4aec-4fd3-bc63-c5c8755a076a::span:138:143	1
bbff6c6f-6e75-488d-abc4-8b450f841a25::span:23:26	bbff6c6f-6e75-488d-abc4-8b450f841a25::span:32:38	1
bbff6c6f-6e75-488d-abc4-8b450f841a25::span:18:20	bbff6c6f-6e75-488d-abc4-8b450f841a25::span:23:26	1
bbff6c6f-6e75-488d-abc4-8b450f841a25::span:18:20	bbff6c6f-6e75-488d-abc4-8b450f841a25::span:32:38	1
057705f8-896c-4b85-bf6c-e2a161d9c8b4::span:15:25	057705f8-896c-4b85-bf6c-e2a161d9c8b4::span:38:51	1
93abeda0-b95d-443e-8262-a3142f5f0198::span:0:4	93abeda0-b95d-443e-8262-a3142f5f0198::span:20:23	1
93abeda0-b95d-443e-8262-a3142f5f0198::span:0:4	93abeda0-b95d-443e-8262-a3142f5f0198::span:29:35	1
5f966f9b-e17a-4bec-9d98-89edab0aad30::span:16:20	5f966f9b-e17a-4bec-9d98-89edab0aad30::span:26:29	1
7a10c1a4-25eb-4e64-b93a-62626a30dbb3::span:60:64	7a10c1a4-25eb-4e64-b93a-62626a30dbb3::span:89:92	-1
41d5f332-833f-4c63-b1ef-acc34a7a3196::span:0:24	41d5f332-833f-4c63-b1ef-acc34a7a3196::span:55:57	1
41d5f332-833f-4c63-b1ef-acc34a7a3196::span:0:24	41d5f332-833f-4c63-b1ef-acc34a7a3196::span:42:49	1
67694541-4cea-42f5-a626-af18312274eb::span:19:43	67694541-4cea-42f5-a626-af18312274eb::span:60:62	1
67694541-4cea-42f5-a626-af18312274eb::span:19:43	67694541-4cea-42f5-a626-af18312274eb::span:68:75	1
6d59c10b-cf08-4c49-b7d4-141c7ce05183::span:0:5	6d59c10b-cf08-4c49-b7d4-141c7ce05183::span:21:47	1
23180e49-40f9-4e91-ae66-042fbcd8dcd0::span:0:5	23180e49-40f9-4e91-ae66-042fbcd8dcd0::span:11:14	1
a7cdca35-f3df-4a50-a29a-46e7e6802a3a::span:0:6	a7cdca35-f3df-4a50-a29a-46e7e6802a3a::span:32:36	1
6dc6b366-eca1-4a74-8903-84d16135a73b::span:0:10	6dc6b366-eca1-4a74-8903-84d16135a73b::span:26:30	1
51308086-2ec7-4725-b32a-1c2a4936abe6::span:31:41	51308086-2ec7-4725-b32a-1c2a4936abe6::span:81:85	1
84a65657-e46f-48eb-846e-97ccad24c65f::span:107:110	84a65657-e46f-48eb-846e-97ccad24c65f::span:145:154	-1
84a65657-e46f-48eb-846e-97ccad24c65f::span:107:110	84a65657-e46f-48eb-846e-97ccad24c65f::span:117:130	-1
84a65657-e46f-48eb-846e-97ccad24c65f::span:117:130	84a65657-e46f-48eb-846e-97ccad24c65f::span:145:154	-1
84a65657-e46f-48eb-846e-97ccad24c65f::span:107:110	84a65657-e46f-48eb-846e-97ccad24c65f::span:133:139	-1
84a65657-e46f-48eb-846e-97ccad24c65f::span:133:139	84a65657-e46f-48eb-846e-97ccad24c65f::span:145:154	-1
bd772372-c51b-48d0-b68c-c8db891e4583::span:29:34	bd772372-c51b-48d0-b68c-c8db891e4583::span:79:83	-1
26f076f5-6677-485a-aa57-5a08137081c5::span:37:41	26f076f5-6677-485a-aa57-5a08137081c5::span:93:97	-1
b822baab-5ee7-420f-bb22-2dfdcac353c2::span:0:5	b822baab-5ee7-420f-bb22-2dfdcac353c2::span:11:26	1
b822baab-5ee7-420f-bb22-2dfdcac353c2::span:0:5	b822baab-5ee7-420f-bb22-2dfdcac353c2::span:183:198	1
b822baab-5ee7-420f-bb22-2dfdcac353c2::span:161:166	b822baab-5ee7-420f-bb22-2dfdcac353c2::span:11:26	1
b822baab-5ee7-420f-bb22-2dfdcac353c2::span:161:166	b822baab-5ee7-420f-bb22-2dfdcac353c2::span:183:198	1
b822baab-5ee7-420f-bb22-2dfdcac353c2::span:0:5	b822baab-5ee7-420f-bb22-2dfdcac353c2::span:161:166	-1
b822baab-5ee7-420f-bb22-2dfdcac353c2::span:11:26	b822baab-5ee7-420f-bb22-2dfdcac353c2::span:183:198	-1
f46c32d1-feb2-42d9-bea2-a1f83e6f4cac::span:21:36	f46c32d1-feb2-42d9-bea2-a1f83e6f4cac::span:47:52	1
f46c32d1-feb2-42d9-bea2-a1f83e6f4cac::span:21:36	f46c32d1-feb2-42d9-bea2-a1f83e6f4cac::span:232:237	1
f46c32d1-feb2-42d9-bea2-a1f83e6f4cac::span:47:52	f46c32d1-feb2-42d9-bea2-a1f83e6f4cac::span:232:237	-1
25811c8a-0898-4418-b958-651a1973704f::span:40:45	25811c8a-0898-4418-b958-651a1973704f::span:299:314	1
b9ee2259-1196-4271-a30e-f6b7d8399c59::span:2:7	b9ee2259-1196-4271-a30e-f6b7d8399c59::span:335:350	1
b9ee2259-1196-4271-a30e-f6b7d8399c59::span:2:7	b9ee2259-1196-4271-a30e-f6b7d8399c59::span:420:435	1
b9ee2259-1196-4271-a30e-f6b7d8399c59::span:356:361	b9ee2259-1196-4271-a30e-f6b7d8399c59::span:335:350	1
b9ee2259-1196-4271-a30e-f6b7d8399c59::span:356:361	b9ee2259-1196-4271-a30e-f6b7d8399c59::span:420:435	1
b9ee2259-1196-4271-a30e-f6b7d8399c59::span:409:414	b9ee2259-1196-4271-a30e-f6b7d8399c59::span:335:350	1
b9ee2259-1196-4271-a30e-f6b7d8399c59::span:409:414	b9ee2259-1196-4271-a30e-f6b7d8399c59::span:420:435	1
b9ee2259-1196-4271-a30e-f6b7d8399c59::span:2:7	b9ee2259-1196-4271-a30e-f6b7d8399c59::span:356:361	-1
b9ee2259-1196-4271-a30e-f6b7d8399c59::span:2:7	b9ee2259-1196-4271-a30e-f6b7d8399c59::span:409:414	-1
b9ee2259-1196-4271-a30e-f6b7d8399c59::span:356:361	b9ee2259-1196-4271-a30e-f6b7d8399c59::span:409:414	-1
b9ee2259-1196-4271-a30e-f6b7d8399c59::span:335:350	b9ee2259-1196-4271-a30e-f6b7d8399c59::span:420:435	-1
a4239015-9fe4-4335-98be-2de6df003012::span:0:5	a4239015-9fe4-4335-98be-2de6df003012::span:22:37	1
a4239015-9fe4-4335-98be-2de6df003012::span:0:5	a4239015-9fe4-4335-98be-2de6df003012::span:254:269	1
a4239015-9fe4-4335-98be-2de6df003012::span:275:280	a4239015-9fe4-4335-98be-2de6df003012::span:22:37	1
a4239015-9fe4-4335-98be-2de6df003012::span:275:280	a4239015-9fe4-4335-98be-2de6df003012::span:254:269	1
a4239015-9fe4-4335-98be-2de6df003012::span:0:5	a4239015-9fe4-4335-98be-2de6df003012::span:275:280	-1
a4239015-9fe4-4335-98be-2de6df003012::span:22:37	a4239015-9fe4-4335-98be-2de6df003012::span:254:269	-1
f6df0c80-b38b-4934-a372-74c19f115039::span:21:36	f6df0c80-b38b-4934-a372-74c19f115039::span:47:52	1
2ea672dd-1118-406b-87b9-8f6d132f8fef::span:39:54	2ea672dd-1118-406b-87b9-8f6d132f8fef::span:79:84	1
f3df5323-e774-4833-9f61-fce8277e47a7::span:21:36	f3df5323-e774-4833-9f61-fce8277e47a7::span:47:52	1
65878186-7ebf-41b2-a34b-52ab598e4203::span:46:59	65878186-7ebf-41b2-a34b-52ab598e4203::span:390:395	-1
65878186-7ebf-41b2-a34b-52ab598e4203::span:261:274	65878186-7ebf-41b2-a34b-52ab598e4203::span:390:395	-1
65878186-7ebf-41b2-a34b-52ab598e4203::span:46:59	65878186-7ebf-41b2-a34b-52ab598e4203::span:261:274	-1
04ff6389-642f-4792-8563-d0a6d49dd9de::span:90:92	04ff6389-642f-4792-8563-d0a6d49dd9de::span:114:122	-1
04ff6389-642f-4792-8563-d0a6d49dd9de::span:90:92	04ff6389-642f-4792-8563-d0a6d49dd9de::span:127:135	-1
04ff6389-642f-4792-8563-d0a6d49dd9de::span:114:122	04ff6389-642f-4792-8563-d0a6d49dd9de::span:127:135	-1
04ff6389-642f-4792-8563-d0a6d49dd9de::span:0:6	04ff6389-642f-4792-8563-d0a6d49dd9de::span:77:79	-1
04ff6389-642f-4792-8563-d0a6d49dd9de::span:77:79	04ff6389-642f-4792-8563-d0a6d49dd9de::span:82:83	-1
04ff6389-642f-4792-8563-d0a6d49dd9de::span:77:79	04ff6389-642f-4792-8563-d0a6d49dd9de::span:90:92	-1
04ff6389-642f-4792-8563-d0a6d49dd9de::span:82:83	04ff6389-642f-4792-8563-d0a6d49dd9de::span:90:92	-1
a10ed0a4-7e46-4658-8cac-0701b496a731::span:44:46	a10ed0a4-7e46-4658-8cac-0701b496a731::span:77:85	-1
a10ed0a4-7e46-4658-8cac-0701b496a731::span:44:46	a10ed0a4-7e46-4658-8cac-0701b496a731::span:109:117	-1
a10ed0a4-7e46-4658-8cac-0701b496a731::span:77:85	a10ed0a4-7e46-4658-8cac-0701b496a731::span:109:117	-1
a10ed0a4-7e46-4658-8cac-0701b496a731::span:0:6	a10ed0a4-7e46-4658-8cac-0701b496a731::span:44:46	-1
98edede7-84c9-4f77-9083-af3c3fb45576::span:64:72	98edede7-84c9-4f77-9083-af3c3fb45576::span:204:210	-1
98edede7-84c9-4f77-9083-af3c3fb45576::span:132:140	98edede7-84c9-4f77-9083-af3c3fb45576::span:204:210	-1
98edede7-84c9-4f77-9083-af3c3fb45576::span:5:12	98edede7-84c9-4f77-9083-af3c3fb45576::span:204:210	-1
98edede7-84c9-4f77-9083-af3c3fb45576::span:64:72	98edede7-84c9-4f77-9083-af3c3fb45576::span:132:140	-1
98edede7-84c9-4f77-9083-af3c3fb45576::span:64:72	98edede7-84c9-4f77-9083-af3c3fb45576::span:5:12	-1
98edede7-84c9-4f77-9083-af3c3fb45576::span:132:140	98edede7-84c9-4f77-9083-af3c3fb45576::span:5:12	-1
715aacb4-69b4-42df-a61c-5014f468eef1::span:3:11	715aacb4-69b4-42df-a61c-5014f468eef1::span:32:38	-1
14c7a5bd-404c-4d42-8fa9-f3374037b9d5::span:126:132	14c7a5bd-404c-4d42-8fa9-f3374037b9d5::span:143:150	1
c328eb57-6efa-465b-a135-52644f3cd914::span:0:7	c328eb57-6efa-465b-a135-52644f3cd914::span:9:15	1
a47e8cca-921c-4e0c-8aac-49294fbdbad7::span:10:16	a47e8cca-921c-4e0c-8aac-49294fbdbad7::span:35:42	1
1e602bf9-5e7e-4f20-a8ad-773bb3367c5f::span:35:41	1e602bf9-5e7e-4f20-a8ad-773bb3367c5f::span:43:50	1
c13a1c1b-01ed-4ac8-a96d-58dad52baf2b::span:30:36	c13a1c1b-01ed-4ac8-a96d-58dad52baf2b::span:45:52	1
ecc9edf6-3b99-4722-bbb7-2ec1cbd4118f::span:35:42	ecc9edf6-3b99-4722-bbb7-2ec1cbd4118f::span:49:68	-1
461099f5-f072-40ab-8c5f-18dd28697374::span:81:86	461099f5-f072-40ab-8c5f-18dd28697374::span:101:103	-1
461099f5-f072-40ab-8c5f-18dd28697374::span:89:98	461099f5-f072-40ab-8c5f-18dd28697374::span:101:103	-1
461099f5-f072-40ab-8c5f-18dd28697374::span:89:98	461099f5-f072-40ab-8c5f-18dd28697374::span:81:86	-1
5f64a012-8433-4424-a74b-30245c299066::span:40:42	5f64a012-8433-4424-a74b-30245c299066::span:80:85	1
5f64a012-8433-4424-a74b-30245c299066::span:116:118	5f64a012-8433-4424-a74b-30245c299066::span:80:85	1
5f64a012-8433-4424-a74b-30245c299066::span:40:42	5f64a012-8433-4424-a74b-30245c299066::span:116:118	-1
22149e80-38bb-4d48-b686-4d5374a49fbf::span:59:64	22149e80-38bb-4d48-b686-4d5374a49fbf::span:112:114	1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:34:36	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:59:64	1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:34:36	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:91:96	1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:34:36	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:246:251	1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:66:68	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:59:64	1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:66:68	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:91:96	1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:66:68	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:246:251	1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:98:100	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:59:64	1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:98:100	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:91:96	1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:98:100	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:246:251	1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:215:217	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:59:64	1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:215:217	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:91:96	1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:215:217	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:246:251	1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:34:36	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:66:68	-1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:34:36	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:98:100	-1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:34:36	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:215:217	-1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:66:68	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:98:100	-1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:66:68	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:215:217	-1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:98:100	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:215:217	-1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:59:64	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:91:96	-1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:59:64	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:246:251	-1
ac58479d-a449-404d-a254-3f1adcfc5ed9::span:91:96	ac58479d-a449-404d-a254-3f1adcfc5ed9::span:246:251	-1
907b881f-8614-4d78-b0d9-02475701cab7::span:45:50	907b881f-8614-4d78-b0d9-02475701cab7::span:52:54	1
e8ca74df-8f23-47c7-8034-074fc8a644b7::span:16:21	e8ca74df-8f23-47c7-8034-074fc8a644b7::span:27:29	1
16395c18-4044-4a25-91a9-047620a901cc::span:0:2	16395c18-4044-4a25-91a9-047620a901cc::span:25:30	1
4c46bb77-515c-44cc-85b7-330e0610e1bf::span:295:303	4c46bb77-515c-44cc-85b7-330e0610e1bf::span:287:292	-1
082a219d-61ba-45e3-88d7-841851b1d2f2::span:287:293	082a219d-61ba-45e3-88d7-841851b1d2f2::span:302:309	-1
082a219d-61ba-45e3-88d7-841851b1d2f2::span:331:333	082a219d-61ba-45e3-88d7-841851b1d2f2::span:336:341	-1
082a219d-61ba-45e3-88d7-841851b1d2f2::span:295:299	082a219d-61ba-45e3-88d7-841851b1d2f2::span:302:309	-1
082a219d-61ba-45e3-88d7-841851b1d2f2::span:331:333	082a219d-61ba-45e3-88d7-841851b1d2f2::span:344:354	-1
082a219d-61ba-45e3-88d7-841851b1d2f2::span:302:309	082a219d-61ba-45e3-88d7-841851b1d2f2::span:331:333	-1
